TSid,dataSetName,iso2kUI,archiveType,pub1_doi,lat,lon,elevation,siteName,minYear,maxYear,variableName,units,description,measurementMaterial,measurementMaterialDetail,climateVariable,climateVariableDetail,seasonality,direction,isotopeInterpretation1_inferredMaterial,isotopeInterpretation1_direction,isotopeInterpretation1_variable,isotopeInterpretation1_seasonality,QC comments,QC Certification,Iso2k primary timeseries for dataset,link to lipdverse,QC notes from Hackathon #2 (and initials),Iso2k QC certification (INITIALS)
SP07DEUS02A_d13C,SP07DEUS,SP07DEUS02B,Speleothem,10.1016/j.yqres.2007.04.001,38.9,-92.3,250,"Devils Icebox Cave, Missouri",1807,3547,d13C,permil,carbonate,carbonate,calcite,P,more poritive d13C values reflect less rainfall amount,,negative,d13C of DIC,,composition C3-C4 plants,,,LCB,FALSE,http://lipdverse.org/iso2k/0_12_0/SP07DEUS.html,,
SP07FLOM01A,SP07FLOM,SP07FLOM01A,Speleothem,10.1016/j.quascirev.2003.06.019,17.17,54.3,,"Qunf Cave, Oman",308,10557,d18O,permil,carbonate,carbonate,calcite,P,Indian Summer Monsoon; more negative values of d18O are interpreted as indicative of increased monsoon strength,year round,negative,groundwater,positive,P_isotope,year,,LCB,TRUE,http://lipdverse.org/iso2k/0_12_0/SP07FLOM.html,,
SP07WABR01A,SP07WABR,SP07WABR01A,Speleothem,10.1029/2007GL031149,-27.22,-49.16,,"Botuvera Cave, Brazil",420,89209,d18O,permil,carbonate,carbonate,,P,,mostly summer,negative,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP07WABR.html,BD missing for the following block,
SP08COCN01A,SP08COCN,SP08COCN01A,Speleothem,10.1016/j.palaeo.2009.05.020,29.483,109.533,,"Lianhua Cave, China",-56,6587,d13C,permil,carbonate,carbonate,aragonite,P,more negative values of d13C are interpreted as indicative of increased monsoon precipitation,Summer,negative,d13C of DIC,,composition C3-C4 plants,,,BM,FALSE,http://lipdverse.org/iso2k/0_12_0/SP08COCN.html,BD missing,BM (14/03/2019) info sent using GitHub: d18O
SP08HUCN01A,SP08HUCN,SP08HUCN01A,Speleothem,10.1016/j.epsl.2007.10.015,30.45,110.416,294,"Heshang Cave, China",-52,9469,d18O,permil,carbonate,carbonate,calcite,P,More negative d18O values correspond to stronger amount,mostly summer,negative,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP08HUCN.html,BD missing,
SP08HUCN01A_d13C,SP08HUCN,SP08HUCN01B,Speleothem,10.1016/j.epsl.2007.10.015,30.45,110.416,294,"Heshang Cave, China",-52,9469,d13C,permil,carbonate,carbonate,calcite,,,,,d13C of DIC,,composition C3-C4 plants,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP08HUCN.html,BD missing,
SP08SPUS01A,SP08SPUS,SP08SPUS01A,Speleothem,10.1029/2008GL034971,37.976,-80.4,,"Buckeye Creek Cave, West Virginia",37,6945,d18O,permil,carbonate,carbonate,calcite,P,Lower precipitation produces higher d13C and Sr/Ca values,Year-round,negative,groundwater,positive,P_isotope,assumed annual,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP08SPUS.html,BD missing,
LPDe86e42a4d13c,SP08SPUS,SP08SPUS01B,Speleothem,10.1029/2008GL034971,37.976,-80.4,,"Buckeye Creek Cave, West Virginia",37,6945,d13C,permil,carbonate,carbonate,calcite,,,,,d13C of DIC,,composition C3-C4 plants,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP08SPUS.html,BD missing,
SP08VBPE01A,SP08VBPE,SP08VBPE01A,Speleothem,10.1016/j.epsl.2008.07.060,-5.94,-77.31,,"Cueva del Tigre Perdido, Peru",24,4301,d18O,permil,carbonate,carbonate,,P,,,,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP08VBPE.html,BD missing,AA (2019-03-08): Data is wonky (e.g. age ranges from -8E9 to 8E9). LCB: Time should cover the last 14k.
SP08VBPE02A,SP08VBPE,SP08VBPE02A,Speleothem,10.1016/j.epsl.2008.07.060,-5.94,-77.31,,"Cueva del Tigre Perdido, Peru",3235,13393,d18O,permil,carbonate,carbonate,,"Precipitation_amount, Temperature_air",,,,groundwater,positive,P_isotope,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP08VBPE.html,BD missing,AA (2019-03-08): Data is wonky (e.g. age ranges from -8E9 to 8E9)
SP08VBPE03A,SP08VBPE,SP08VBPE03A,Speleothem,10.1016/j.epsl.2008.07.060,-5.94,-77.31,,"Cueva del Tigre Perdido, Peru",35,13354,d18O,permil,carbonate,carbonate,,"Precipitation_amount, Temperature_air",,,,groundwater,positive,P_isotope,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP08VBPE.html,BD missing,AA (2019-03-08): Data is wonky (e.g. age ranges from -8E9 to 8E9)
SP08ZHCN01A,SP08ZHCN,SP08ZHCN01A,Speleothem,10.1126/science.1163965,33.3,105,1200,"Wanxiang Cave, China",-53,1758,d18O,permil,carbonate,carbonate,calcite,P,,May to Sept,negative,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP08ZHCN.html,BD missing,
SP09FLTR01A,SP09FLTR,SP09FLTR01A,Speleothem,10.1029/2009GL040050,41.416,31.934,,"Sofular Cave, Turkey",-56,50273.5,d18O,permil,carbonate,carbonate,,,,,,groundwater,positive,P_isotope,,"ZK, BM 04/01/2019:  we thought we have to change 'Moisture source' to 'Precipitation_Isotope' in column BG; but we can not add a single term to the interpretation, even the direction of the interpretation is problematic ... so one possible solution would be to change this record from 'primary timeseries' to non 'primary timeseries'? but discussed with Bronwen during and we have to discuss this further before qualifying as  'FALSE' in column CB (intended mainly for sites with 2 possible records ans flagging the one to be used)","ZK, BM",TRUE,http://lipdverse.org/iso2k/0_12_0/SP09FLTR.html,"BD missing
",
SP09GRID02A,SP09GRID,SP09GRID02A,Speleothem,10.1038/ngeo605,-8.533,120.433,,"Liang Luar Cave, Indonesia",-39.3,10699.9,d18O,permil,carbonate,carbonate,calcite,P,Australian-Indonesian Summer monsoon; More negative d18O values correspond to stronger amount,Summer,negative,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP09GRID.html,BD missing,
SP09GRID01A,SP09GRID,SP09GRID01A,Speleothem,10.1038/ngeo605,-8.533,120.433,,"Liang Luar Cave, Indonesia",-39.3,10699.9,d18O,permil,carbonate,carbonate,calcite,Australian-Indonesian Summer monsoon,More negative d18O values correspond to stronger amount,Summer,,groundwater,positive,P_isotope,,,,?,http://lipdverse.org/iso2k/0_12_0/SP09GRID.html,,
SP09REPE01A,SP09REPE,SP09REPE01A,Speleothem,10.1029/2009GL041051,-6.067,-77.183,,"Cascayunga Cave, Peru",1917,2004366,d18O,permil,carbonate,carbonate,,P,SAM,mostly summer,,groundwater,positive,P_isotope,,,"AA, BM",TRUE,http://lipdverse.org/iso2k/0_12_0/SP09REPE.html,BD missing,"AA: Decimal separators have been lost from the ages and isotope values (2019-03-08); BM (15/03/2019) info added using the LiPDverse_refers to Cascayunga Cave Speleothem CAS-A), issues sent using GitHub"
SP09REPE02A,SP09REPE,SP09REPE02A,Speleothem,10.1029/2009GL041051,-6.067,-77.183,,"Cascayunga Cave, Peru",11227,1907462,d18O,permil,carbonate,carbonate,,P,SAM,mostly summer,,groundwater,positive,P_isotope,,,"AA, BM",TRUE,http://lipdverse.org/iso2k/0_12_0/SP09REPE.html,BD missing,"AA: Decimal separators have been lost from the ages and isotope values (2019-03-08); BM (15/03/2019) info added using the LiPDverse_refers to Cascayunga Cave Speleothem CAS-D, issues sent using GitHub"
SP10BEIN01A,SP10BEIN,SP10BEIN01A,Speleothem,10.1016/j.epsl.2009.12.017,19,82,,"Dandak Cave, India",387.9,1325.25,d18O,permil,carbonate,carbonate,calcite,P,more negative values of d18O are interpreted as indicative of increased summer monsoon precipitation,Summer,negative,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP10BEIN.html,BD missing,
SP10CACN01A,SP10CACN,SP10CACN01A,Speleothem,10.1016/j.epsl.2009.12.039,33.57,109.1,,"Jiuxian Cave, China",-48,8613,d18O,permil,carbonate,carbonate,calcite,P,more negative values of d18O are interpreted as indicative of increased summer monsoon precipitation,Summer,negative,groundwater,positive,P_isotope,,,,?,http://lipdverse.org/iso2k/0_12_0/SP10CACN.html,BD missing,LCB (28/03/2019): one of the SP10CACN stals is at higher resolution but I cannot distinguish which is which in lipdverse to pick it as the primary one
SP10CACN02A,SP10CACN,SP10CACN02A,Speleothem,10.1016/j.epsl.2009.12.039,33.57,109.1,,"Jiuxian Cave, China",-8,18957,d18O,permil,carbonate,carbonate,calcite,P,more negative values of d18O are interpreted as indicative of increased summer monsoon precipitation,Summer,negative,groundwater,positive,P_isotope,,,,?,http://lipdverse.org/iso2k/0_12_0/SP10CACN.html,BD missing,
SP10DOCN01A,SP10DOCN,SP10DOCN01A,Speleothem,10.1177/0959683609350393,31.6667,110.4333,,"Sanbao Cave, China",10206,13185,d18O,permil,carbonate,carbonate,calcite,P,East Asian summer monsoon strength; more negative values of d18O are interpreted as indicative of increased monsoon precipitation,Summer,negative,groundwater,positive,P_isotope,,,BM,FALSE,http://lipdverse.org/iso2k/0_12_0/SP10DOCN.html,BD missing,"BM (14/03/2019) info sent using GitHub: These are multiple entities for one cave: Sanbao cave,  lipd file has just sb49 (tab sb49 in the attachment), please add the other 5: dong et al., 2010, the holocene sanbao2010.xlsx, Stalagmite sb44 (tab sb44), Stalagmite sb43 (tab sb43) - relevant for Iso2k, Stalagmite sb26 (tab sb26) - relevant for Iso2k, Stalagmite sb27 (tab sb27), Stalagmite sb10 (tab sb10)"
SP10HAUS01A,SP10HAUS,SP10HAUS01A,Speleothem,10.1016/j.epsl.2010.04.002,37.976,-80.4,,"Buckeye Creek Cave, West Virginia",37,6944,d18O,permil,carbonate,carbonate,calcite,rainfall seasonality,changes of d18O in speleothems reflect changes of the average d18O of rainfall in the region related to rainfall seasonality,1 2 3 4 5 6 7 8 9 10 11 12,,groundwater,positive,P_isotope,,,,?,http://lipdverse.org/iso2k/0_12_0/SP10HAUS.html,"BD missing, & column AW: is the included data series before or after filtering?  LCB: AFTER",LCB(29/03/2019): the first tab in lipdverse should be the primary series (no hiatuses). Don't know which one it is
SP10HAUS02A,SP10HAUS,SP10HAUS02A,Speleothem,10.1016/j.epsl.2010.04.002,37.976,-80.4,,"Buckeye Creek Cave, West Virginia",78,7183,d18O,permil,carbonate,carbonate,calcite,rainfall seasonality,changes of d18O in speleothems reflect changes of the average d18O of rainfall in the region related to rainfall seasonality,1 2 3 4 5 6 7 8 9 10 11 12,,groundwater,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,,?,http://lipdverse.org/iso2k/0_12_0/SP10HAUS.html,BD missing,LCB(29/03/2019): the first tab in lipdverse should be the primary series (no hiatuses). Don't know which one it is
SP10HAUS03A,SP10HAUS,SP10HAUS03A,Speleothem,10.1016/j.epsl.2010.04.002,37.976,-80.4,,"Buckeye Creek Cave, West Virginia",-24,7847,d18O,permil,carbonate,carbonate,calcite,rainfall seasonality,changes of d18O in speleothems reflect changes of the average d18O of rainfall in the region related to rainfall seasonality,1 2 3 4 5 6 7 8 9 10 11 12,,groundwater,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,,?,http://lipdverse.org/iso2k/0_12_0/SP10HAUS.html,BD missing,LCB(29/03/2019): the first tab in lipdverse should be the primary series (no hiatuses). Don't know which one it is
SP10MEMX01A,SP10MEMX,SP10MEMX01A,Speleothem,10.1016/j.epsl.2010.08.016,20.75,-89.47,,"Tzabnah Cave, Mexico",-54,1462.92,d18O,permil,carbonate,carbonate,calcite,P,Higher stalagmite d18O is lower rainfall amount,Year-round,negative,groundwater,positive,P_isotope,,,ZK,TRUE,http://lipdverse.org/iso2k/0_12_0/SP10MEMX.html,BD missing,
SP10SUSE01A,SP10SUSE,SP10SUSE01A,Speleothem,10.1111/j.1502-3885.2009.00099.x,64.89,14.16,,"Korallgrottan, Sweden",-55,3790.9,d18O,permil,carbonate,carbonate,calcite,Temperature_air,regional and hemispheric temperature,1 2 3 4 5 6 7 8 9 10 11 12,negaitive,groundwater,negative,Temperature_air,,,ZK,TRUE,http://lipdverse.org/iso2k/0_12_0/SP10SUSE.html,BD missing,
SP10WINZ01A_d18O_corr,SP10WINZ,SP10WINZ01C,Speleothem,10.5038/1827-806X.39.2.5,-42,172,,"South Island Composite Record, New Zealand",453,29820,d18O,permil,carbonate,carbonate,calcite,P,Monsoon strength,,,groundwater,positive,P_isotope,years,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP10WINZ.html,BD missing,
SP10WINZ01A_d13C,SP10WINZ,SP10WINZ01B,Speleothem,10.5038/1827-806X.39.2.5,-42,172,,"South Island Composite Record, New Zealand",453,29820,d13C,permil,carbonate,carbonate,calcite,,,,,d13C of DIC,,composition C3-C4 plants,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP10WINZ.html,BD missing,
SP10WINZ01A,SP10WINZ,SP10WINZ01A,Speleothem,10.5038/1827-806X.39.2.5,-42,172,,"South Island Composite Record, New Zealand",453,29820,d18O,permil,carbonate,carbonate,calcite,T,Changes in annual temperature modulated by oceanic circulation and gradients,year,,groundwater,positive,P_isotope,,,,?,http://lipdverse.org/iso2k/0_12_0/SP10WINZ.html,,
SP11BEMX01A,SP11BEMX,SP11BEMX01A,Speleothem,10.1016/j.yqres.2010.09.002,18.18,-99.92,1030,"Cueva del Diablo, Mexico",1217,10808,d18O,permil,carbonate,carbonate,,P,higher values are related to less rainfall - this can be realted to less moisture influex from the Caribbean due to a southward shift of the ITCZ in phases when high amounts of meltwater enter the cooling north Atlantic Ocean; after ~4.3 ka the connection to the north Atalatic is lost and ENSO becomes more important with warm ENSO events (El Nino) causing higher d18O,1 2 3 4 5 6 7 8 9 10 11 12,negative,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP11BEMX.html,BD missing,
SP11BEMX01A_d13C,SP11BEMX,,Speleothem,10.1016/j.yqres.2010.09.002,18.18,-99.92,1030,"Cueva del Diablo, Mexico",1217,10808,d13C,permil,carbonate,,,,,,,d13C of DIC,,composition C3-C4 plants,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP11BEMX.html,BD missing,
SP11BOAT01A,SP11BOAT,SP11BOAT01A,Speleothem,10.1002/jqs.1490,46.95,10.55,,"Klapferloch Cave, Austria",-47,2942,d18O,permil,carbonate,carbonate,"Four cores, 25mm in diameter and up to 50 cm long (PFU6, 7, 8, 9) from different parts of the flowstone as well as modern calcilte precipitates",P,"variations in paleoprecipitation amount on a multi-annual timescale (On longer timescales, however, the flowstone?s growth dynamics have to be considered)",multi-annual,decrease,groundwater,positve,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,LCB,TRUE,http://lipdverse.org/iso2k/0_12_0/SP11BOAT.html,,
SP11STBR01A,SP11STBR,SP11STBR01A,Speleothem,10.1130/G32098.1,-14.4227,-44.3656,,"Lapa Grande Cave, Brazil",1290,5869,d18O,permil,carbonate,carbonate,,P,SAM,mostly summer,negative,groundwater,positve,P_isotope,,,,?,http://lipdverse.org/iso2k/0_12_0/SP11STBR.html,BD missing,LCB (29/03/2019): One of the two does not cover the last 2k. The other one should be primary
SP11STBR02A,SP11STBR,SP11STBR02A,Speleothem,10.1130/G32098.1,-14.4227,-44.3656,,"Lapa Grande Cave, Brazil",6209,10199,d18O,permil,carbonate,carbonate,,P,SAM,mostly summer,negative,groundwater,positve,P_isotope,,,,?,http://lipdverse.org/iso2k/0_12_0/SP11STBR.html,BD missing,LCB (29/03/2019): One of the two does not cover the last 2k. The other one should be primary
SP12CACN01A,SP12CACN,SP12CACN01A,Speleothem,10.1016/j.epsl.2012.04.035,30.92,90.07,,"Tianmen Cave, China",610.8,950.8,d18O,permil,carbonate,carbonate,calcite,P,The interpretation is made for an older section of the sample. Last 2k data was not the focus of the manuscript,Summer,negative,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP12CACN.html,BD missing,
SP12ERUS01A,SP12ERUS,SP12ERUS01A,Speleothem,10.1038/ncomms2222,42.098,-123.4072,,Oregon Caves,234,7991,d18O,permil,carbonate,carbonate,calcite,"Precipitation_amount, Temperature_air","d18O changes of speleothems reflect effects of temperature on raifnall d18O, rainfall amounts affect cave hydrology and biomass density above the cave, which is recorded in d13C of speleothems",1 2 3 4 5 6 7 8 9 10 11 12,"positive for d18O-temperature relation, negative for d13C-precipiation amount",groundwater,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP12ERUS.html,BD missing,
SP12ERUS01A_d13C,SP12ERUS,SP12ERUS01B,Speleothem,10.1038/ncomms2222,42.098,-123.4072,,Oregon Caves,234,7991,d13C,permil,carbonate,carbonate,calcite,P,"rainfall amounts affect cave hydrology and biomass density above the cave, which is recorded in d13C of speleothems",1 2 3 4 5 6 7 8 9 10 11 12,negative,d13C of DIC,,composition C3-C4 plants,1 2 3 4 5 6 7 8 9 10 11 12,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP12ERUS.html,BD missing,
SP12FOAT01A,SP12FOAT,SP12FOAT01A,Speleothem,10.1177/0959683612465446,47.09,11.67,,"Spannagel Cave, Austria",-13,9929.6,d18O,permil,carbonate,carbonate,calcite,Temperature_air,variations in air temperature due to large-scale atmospheric patterns,,decrease,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP12FOAT.html,BD missing,
SP12KEBZ01A,SP12KEBZ,SP12KEBZ01A,Speleothem,10.1126/science.1226299,16.2086,-89.0735,,"Yok Balum Cave, Belize",-53.9,1987.7,d18O,permil,carbonate,carbonate,calcite,P,more negative d18O reflects higher rainfall amounts,1 2 3 4 5 6 7 8 9 10 11 12,negative,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP12KEBZ.html,BD missing,
SP12KEBZ01A_d13C,SP12KEBZ,SP12KEBZ01B,Speleothem,10.1126/science.1226299,16.2086,-89.0735,,"Yok Balum Cave, Belize",-53.9,1987.7,d13C,permil,carbonate,carbonate,calcite,P,,,,d13C of DIC,,composition C3-C4 plants,1 2 3 4 5 6 7 8 9 10 11 12,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP12KEBZ.html,BD missing,
SP12LAMX01A,SP12LAMX,SP12LAMX01A,Speleothem,10.1130/G32471.1,17.4,-99.2,,"Juxtlahuaca Cave, Mexico",-60.05,2395.61,d18O,permil,carbonate,carbonate,aragonite,P,Summer monsoon rainfall amount,Summer,decrease,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP12LAMX.html,BD missing,
SP12NOBR00A,SP12NOBR,SP12NOBR01A,Speleothem,10.1029/2012GL053936,-12.37,-41.57,,"Diva de Maura Cave, Brazil",39,2764,d18O,permil,carbonate,carbonate,,P,SAM,1 2 3 4 5 6 7 8 9 10 11 12,negative,groundwater,positive,P_isotope,winter,,LCB,TRUE,http://lipdverse.org/iso2k/0_12_0/SP12NOBR.html,,
SP13ASBC01,SP13ASBC,SP13ASBC01,Speleothem,10.1073/pnas.1214870110,32.1,104.26,,Bat Cave,-54,1408,d18O,permil,carbonate,carbonate,calcite,P,Monsoon strenght and correlated drought periods over the past millennium,1 2 3 4 5 6 7 8 9 10 11 12,Both isotopes and the thickness of the laminae decrease during periods of drought,groundwater,,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,LCB,TRUE,http://lipdverse.org/iso2k/0_12_0/SP13ASBC.html,,
SP13ASBC02,SP13ASBC,SP13ASBC02,Speleothem,10.1073/pnas.1214870110,32.1,104.26,,Bat Cave,-54,1408,LaminaThickenss,mm,carbonate,number and thickness of the layers present in the stalagmites,,P,Resolving the climate history for the southwestern United States using stalagmite proxies: to explain evidence of dwelling abandonment and population redistribution.,1 2 3 4 5 6 7 8 9 10 11 12,,no isotopic analyes here,,no isotopic analyes here,,,LCB,FALSE,http://lipdverse.org/iso2k/0_12_0/SP13ASBC.html,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?
SP13AYID01_compo,SP13AYID,SP13AYID01B,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",-60,23839,d18O,permil,carbonate,carbonate,calcite and aragonite,P,Australian-Indonesian monsoon rainfall,mostly summer,negative,groundwater,positive,P_isotope,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE
LPD7d948e2c,SP13AYID,SP13AYID01A,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",-60,23839,d18OUncertainty,permil,carbonate,,calcite and aragonite,,,,,no isotopic analyes here,,no isotopic analyes here,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?
SP13AYID01A,SP13AYID,SP13AYID02A,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",-40,23829,d18O,permil,carbonate,carbonate,calcite and aragonite,P,amount of rainfall,mostly summer,negative,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE
LPD7d948e2f,SP13AYID,SP13AYID02B,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",-40,23829,count_analyses_B3,,carbonate,,calcite and aragonite,,,,,no isotopic analyes here,,no isotopic analyes here,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?
LPD7d948e2d,SP13AYID,SP13AYID02C,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",-40,23829,d18OUncertainty,permil,carbonate,,calcite and aragonite,,,,,no isotopic analyes here,,no isotopic analyes here,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?
SP13AYID02A,SP13AYID,SP13AYID03A,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",9929,13629,d18O,permil,carbonate,carbonate,calcite and aragonite,Australian?Indonesian monsoon rainfall,amount of rainfall,mostly summer,negative,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE
LPD7d948e2g,SP13AYID,SP13AYID03B,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",9929,13629,count_analyses_C2,,carbonate,,calcite and aragonite,,,,,no isotopic analyes here,,no isotopic analyes here,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?
SP13AYID03A,SP13AYID,SP13AYID04A,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",20479,27769,d18O,permil,carbonate,carbonate,calcite and aragonite,Australian?Indonesian monsoon rainfall,amount of rainfall,mostly summer,negative,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE
LPD7d948e2h,SP13AYID,SP13AYID04B,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",20479,27769,count_analyses_C3,,carbonate,,calcite and aragonite,,,,,no isotopic analyes here,,no isotopic analyes here,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?
SP13AYID04A,SP13AYID,SP13AYID05A,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",10049,21959,d18O,permil,carbonate,carbonate,calcite and aragonite,Australian?Indonesian monsoon rainfall,amount of rainfall,mostly summer,negative,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE
LPD7d948e2i,SP13AYID,SP13AYID05B,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",10049,21959,count_analyses_C5,,carbonate,,calcite and aragonite,,,,,no isotopic analyes here,,no isotopic analyes here,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?
LPD7d948e2k,SP13AYID,SP13AYID05C,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",10049,21959,notes_C5,,carbonate,,calcite and aragonite,,,,,no isotopic analyes here,,no isotopic analyes here,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?
LPD7d948e2e,SP13AYID,SP13AYID06C,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",11779,23509,d18O,permil,carbonate,carbonate,calcite and aragonite,,,,,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE
LPD7d948e2j,SP13AYID,SP13AYID06B,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",11779,23509,count_analyses_C6,,carbonate,,calcite and aragonite,,,,,no isotopic analyes here,,no isotopic analyes here,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?
SP13AYID05A,SP13AYID,SP13AYID06A,Speleothem,10.1038/ncomms3908,-8.533,120.433,550,"Liang Luar Cave, Indonesia",11779,23509,d18O,permil,carbonate,carbonate,calcite and aragonite,Australian?Indonesian monsoon rainfall,amount of rainfall,mostly summer,,groundwater,positive,P_isotope,,,,?,http://lipdverse.org/iso2k/0_12_0/SP13AYID.html,,
SP13CHPE01A,SP13CHPE,SP13CHPE01A,Speleothem,10.1038/ncomms2415,-5.93,-77.3,,"El Condor Cave, Peru",290,6319,d18O,permil,carbonate,carbonate,,"Precipitation_amount, SAM",,mostly summer,negative,groundwater,positive,P_isotope,,,LCB,TRUE,http://lipdverse.org/iso2k/0_12_0/SP13CHPE.html,,
SP13KAPE01A,SP13KAPE,SP13KAPE01A,Speleothem,10.1016/j.quascirev.2013.05.008,-11.27,-75.79,,"Huagapo Cave, Peru",-37,1391,d18O,permil,carbonate,carbonate,,"Precipitation_amount, SAM",,mostly summer,negative,groundwater,positive,P_isotope,,,LCB,TRUE,http://lipdverse.org/iso2k/0_12_0/SP13KAPE.html,,LCB(29/03/2019): one of the two is at higher resolution and should therefore be the primary
